user_id,feedback_type,severity,sentiment,feature_area,resolved,created_date
5548,AI Accuracy,High,Negative,Scheduling AI,1,2026-02-04
3959,Feature Request,Low,Positive,Meal Recommendation AI,0,2025-08-29
3265,AI Accuracy,High,Negative,Grocery List AI,1,2025-09-22
3479,UX Issue,Low,Neutral,Meal Recommendation AI,0,2025-11-28
5646,UX Issue,Low,Negative,Meal Recommendation AI,1,2026-01-06
2635,Bug,High,Positive,Scheduling AI,1,2025-10-13
2757,UX Issue,Low,Negative,Scheduling AI,0,2026-01-28
5452,AI Accuracy,High,Positive,Scheduling AI,1,2025-10-15
3070,AI Accuracy,High,Negative,Meal Recommendation AI,0,2026-01-17
3849,AI Accuracy,High,Negative,Grocery List AI,1,2025-12-08
4251,AI Accuracy,High,Positive,Scheduling AI,1,2025-08-31
4730,AI Accuracy,Medium,Negative,Scheduling AI,1,2025-11-18
3489,Bug,High,Negative,Meal Recommendation AI,0,2025-12-31
2631,UX Issue,Low,Positive,Grocery List AI,0,2025-12-12
3816,UX Issue,Medium,Neutral,Meal Recommendation AI,0,2025-12-23
2015,AI Accuracy,Medium,Positive,Scheduling AI,1,2025-09-03
2348,Bug,Medium,Negative,Meal Recommendation AI,1,2025-11-20
5611,Feature Request,Medium,Negative,Scheduling AI,1,2025-11-19
4087,AI Accuracy,Low,Positive,Grocery List AI,0,2025-10-27
3839,Feature Request,Medium,Neutral,Meal Recommendation AI,1,2025-08-13
1335,UX Issue,High,Negative,Scheduling AI,1,2026-01-06
5592,AI Accuracy,Low,Negative,Scheduling AI,1,2025-12-28
1895,UX Issue,High,Neutral,Scheduling AI,0,2026-01-23
4546,UX Issue,High,Negative,Scheduling AI,0,2025-10-06
1851,AI Accuracy,High,Neutral,Meal Recommendation AI,1,2025-09-14
2687,Bug,Medium,Neutral,Scheduling AI,1,2025-08-17
2931,Feature Request,High,Negative,Meal Recommendation AI,0,2025-10-16
4746,Feature Request,Low,Neutral,Scheduling AI,1,2025-09-03
3427,UX Issue,High,Neutral,Meal Recommendation AI,0,2025-12-22
2568,UX Issue,Low,Neutral,Meal Recommendation AI,1,2025-10-09
5000,Feature Request,High,Negative,Scheduling AI,0,2026-01-01
3738,UX Issue,High,Negative,Scheduling AI,0,2025-09-02
4498,AI Accuracy,Low,Neutral,Scheduling AI,0,2026-01-29
4913,UX Issue,Low,Neutral,Scheduling AI,0,2025-10-18
2066,Feature Request,High,Neutral,Grocery List AI,0,2025-10-14
5380,UX Issue,Low,Negative,Scheduling AI,1,2025-12-16
3444,AI Accuracy,High,Positive,Scheduling AI,0,2025-12-21
5107,Feature Request,Low,Negative,Scheduling AI,0,2026-01-16
4373,AI Accuracy,Low,Neutral,Meal Recommendation AI,0,2025-11-01
4969,AI Accuracy,High,Neutral,Scheduling AI,0,2025-12-29
3546,AI Accuracy,High,Positive,Meal Recommendation AI,0,2025-10-24
1753,AI Accuracy,High,Positive,Meal Recommendation AI,0,2026-01-04
3082,Feature Request,Low,Negative,Meal Recommendation AI,1,2025-09-04
3774,UX Issue,High,Neutral,Meal Recommendation AI,0,2025-12-09
3896,AI Accuracy,Medium,Positive,Grocery List AI,1,2025-08-22
5185,Bug,Medium,Neutral,Scheduling AI,0,2025-09-10
1775,Bug,High,Neutral,Meal Recommendation AI,0,2025-11-15
2625,Bug,Medium,Positive,Scheduling AI,0,2025-12-17
4069,AI Accuracy,Medium,Neutral,Meal Recommendation AI,1,2025-12-15
1417,UX Issue,Low,Neutral,Grocery List AI,1,2025-11-11
1114,Bug,High,Negative,Meal Recommendation AI,1,2025-10-13
1616,Feature Request,Low,Neutral,Scheduling AI,0,2025-09-08
4974,AI Accuracy,High,Neutral,Scheduling AI,1,2025-12-14
4267,AI Accuracy,Low,Negative,Grocery List AI,0,2025-12-01
1825,UX Issue,Medium,Neutral,Scheduling AI,0,2025-10-11
2516,Bug,High,Neutral,Scheduling AI,1,2025-12-24
4146,UX Issue,Low,Positive,Meal Recommendation AI,0,2025-11-15
1412,UX Issue,Low,Neutral,Scheduling AI,1,2025-09-07
1728,AI Accuracy,Low,Negative,Meal Recommendation AI,0,2025-12-03
4348,Feature Request,Medium,Positive,Grocery List AI,1,2025-09-21
3808,Feature Request,High,Negative,Scheduling AI,1,2025-10-15
1675,UX Issue,Low,Positive,Meal Recommendation AI,1,2025-09-23
4465,Feature Request,High,Neutral,Scheduling AI,0,2025-08-20
3504,Bug,Low,Negative,Meal Recommendation AI,0,2025-12-13
3967,AI Accuracy,Medium,Neutral,Grocery List AI,1,2025-12-02
3786,UX Issue,High,Negative,Meal Recommendation AI,0,2026-02-03
2122,AI Accuracy,Low,Positive,Scheduling AI,1,2025-09-26
5079,Feature Request,Medium,Negative,Meal Recommendation AI,1,2025-11-19
2571,UX Issue,Low,Positive,Scheduling AI,0,2026-01-04
3143,UX Issue,Low,Negative,Grocery List AI,1,2025-10-28
2687,Feature Request,Low,Positive,Meal Recommendation AI,1,2025-09-28
5132,UX Issue,Low,Negative,Scheduling AI,0,2025-10-24
4851,Bug,Medium,Neutral,Scheduling AI,0,2025-09-16
4440,UX Issue,Medium,Negative,Scheduling AI,0,2025-09-10
4766,AI Accuracy,Medium,Neutral,Meal Recommendation AI,0,2025-11-08
3326,Feature Request,Low,Negative,Meal Recommendation AI,1,2025-12-18
3914,Feature Request,Low,Positive,Meal Recommendation AI,0,2025-09-22
5968,AI Accuracy,High,Positive,Grocery List AI,1,2025-08-15
4952,Bug,High,Neutral,Scheduling AI,0,2025-09-09
1595,Bug,Low,Positive,Scheduling AI,1,2025-11-10
1728,AI Accuracy,High,Positive,Grocery List AI,1,2025-08-29
2365,Bug,Medium,Negative,Grocery List AI,0,2026-01-28
5492,AI Accuracy,Medium,Negative,Meal Recommendation AI,0,2025-10-27
1698,AI Accuracy,Medium,Neutral,Meal Recommendation AI,1,2026-01-20
1395,AI Accuracy,Low,Negative,Meal Recommendation AI,1,2025-12-27
5171,Bug,Low,Neutral,Meal Recommendation AI,0,2025-10-22
5360,Feature Request,Medium,Neutral,Meal Recommendation AI,0,2026-01-09
3502,AI Accuracy,Low,Negative,Meal Recommendation AI,0,2025-10-24
2819,UX Issue,High,Negative,Grocery List AI,0,2025-10-23
1717,UX Issue,Medium,Negative,Grocery List AI,1,2025-09-12
3782,AI Accuracy,Low,Neutral,Grocery List AI,1,2026-01-01
5946,Bug,High,Negative,Scheduling AI,0,2025-10-15
4577,Feature Request,Low,Positive,Scheduling AI,1,2025-12-15
1143,UX Issue,Medium,Positive,Meal Recommendation AI,0,2025-09-15
5980,Bug,High,Positive,Grocery List AI,1,2025-12-14
4140,UX Issue,High,Negative,Scheduling AI,0,2025-11-06
5491,Bug,High,Negative,Scheduling AI,0,2025-11-16
3938,Feature Request,High,Negative,Grocery List AI,0,2025-10-24
4636,UX Issue,High,Neutral,Scheduling AI,0,2025-12-01
4222,AI Accuracy,High,Neutral,Scheduling AI,1,2025-10-15
2167,Bug,Low,Positive,Grocery List AI,1,2026-01-05
3616,UX Issue,Low,Neutral,Scheduling AI,0,2025-12-06
2062,AI Accuracy,Low,Neutral,Grocery List AI,1,2025-10-27
3156,AI Accuracy,Low,Negative,Scheduling AI,0,2025-10-23
3982,UX Issue,High,Neutral,Grocery List AI,1,2025-10-30
4294,UX Issue,Medium,Positive,Scheduling AI,0,2026-01-02
5729,Feature Request,Medium,Positive,Scheduling AI,0,2025-12-08
2156,Bug,Low,Positive,Grocery List AI,0,2026-02-02
1732,AI Accuracy,High,Neutral,Scheduling AI,1,2026-01-19
5330,Feature Request,Low,Negative,Grocery List AI,1,2025-11-19
5846,AI Accuracy,High,Negative,Grocery List AI,0,2025-12-21
1953,Bug,Medium,Negative,Scheduling AI,0,2025-08-23
3539,Feature Request,Low,Neutral,Meal Recommendation AI,0,2026-01-01
4324,UX Issue,Low,Neutral,Scheduling AI,1,2025-09-29
4301,Feature Request,Low,Positive,Meal Recommendation AI,1,2025-10-16
2542,AI Accuracy,High,Negative,Meal Recommendation AI,0,2025-09-01
2191,UX Issue,High,Negative,Scheduling AI,0,2025-09-26
3993,Feature Request,Medium,Positive,Meal Recommendation AI,1,2025-12-06
3681,UX Issue,Low,Neutral,Grocery List AI,0,2025-10-31
2217,UX Issue,Medium,Neutral,Grocery List AI,0,2025-09-13
2540,UX Issue,High,Negative,Meal Recommendation AI,0,2025-09-02
4236,Feature Request,High,Negative,Grocery List AI,0,2025-08-11
3386,AI Accuracy,Low,Negative,Scheduling AI,0,2025-11-07
4719,AI Accuracy,Low,Neutral,Grocery List AI,1,2025-09-22
2388,Feature Request,High,Positive,Meal Recommendation AI,0,2025-08-27
2856,Feature Request,Low,Positive,Scheduling AI,1,2025-12-08
2365,AI Accuracy,Low,Positive,Grocery List AI,0,2026-01-18
1499,AI Accuracy,Low,Positive,Scheduling AI,1,2025-11-02
2680,AI Accuracy,Medium,Negative,Meal Recommendation AI,1,2025-09-03
1510,AI Accuracy,High,Negative,Grocery List AI,1,2026-01-20
5312,UX Issue,High,Positive,Scheduling AI,0,2026-01-26
2324,Feature Request,Medium,Negative,Scheduling AI,0,2025-10-24
2155,Feature Request,Medium,Positive,Grocery List AI,0,2025-11-21
2827,UX Issue,Low,Neutral,Scheduling AI,1,2025-09-08
4141,UX Issue,Medium,Positive,Scheduling AI,0,2026-01-20
4486,Feature Request,Low,Neutral,Meal Recommendation AI,1,2026-01-24
2810,UX Issue,Medium,Neutral,Meal Recommendation AI,1,2025-11-22
3923,Bug,Low,Neutral,Meal Recommendation AI,0,2025-08-10
3214,UX Issue,Low,Neutral,Meal Recommendation AI,1,2025-09-29
5186,AI Accuracy,Low,Negative,Meal Recommendation AI,0,2026-01-09
1713,Feature Request,Low,Positive,Meal Recommendation AI,0,2026-01-24
4602,AI Accuracy,Low,Positive,Grocery List AI,0,2026-01-06
5134,Feature Request,Low,Positive,Meal Recommendation AI,1,2026-01-27
4522,AI Accuracy,High,Negative,Scheduling AI,0,2025-12-14
5268,AI Accuracy,Medium,Positive,Grocery List AI,1,2025-12-13
5748,Bug,Medium,Negative,Scheduling AI,0,2025-08-24
5849,AI Accuracy,High,Neutral,Meal Recommendation AI,0,2025-08-19
2243,Feature Request,High,Neutral,Meal Recommendation AI,1,2025-12-18
4709,AI Accuracy,Medium,Negative,Scheduling AI,0,2026-02-01
2081,UX Issue,High,Positive,Scheduling AI,0,2025-11-18
1455,Feature Request,Low,Positive,Scheduling AI,1,2025-08-10
5924,UX Issue,Low,Neutral,Grocery List AI,0,2025-11-06
1894,AI Accuracy,Medium,Negative,Meal Recommendation AI,0,2025-11-18
2384,AI Accuracy,High,Positive,Scheduling AI,0,2025-08-30
2958,AI Accuracy,High,Positive,Meal Recommendation AI,0,2025-10-25
4072,AI Accuracy,Low,Negative,Scheduling AI,1,2025-10-17
2996,Feature Request,Low,Positive,Meal Recommendation AI,1,2025-12-09
5285,Bug,Medium,Negative,Grocery List AI,0,2025-11-15
1504,Bug,Low,Negative,Meal Recommendation AI,0,2025-09-26
2214,Feature Request,Medium,Neutral,Scheduling AI,0,2026-01-14
2531,Feature Request,High,Positive,Meal Recommendation AI,1,2025-09-27
4440,Feature Request,High,Positive,Grocery List AI,0,2025-11-18
1823,AI Accuracy,High,Negative,Grocery List AI,0,2025-10-29
1928,Bug,High,Negative,Meal Recommendation AI,1,2025-08-14
1133,Feature Request,Medium,Negative,Scheduling AI,1,2025-12-29
3105,UX Issue,High,Negative,Grocery List AI,0,2025-08-28
4627,AI Accuracy,Medium,Negative,Grocery List AI,0,2025-08-13
5780,UX Issue,Low,Positive,Meal Recommendation AI,0,2025-10-11
2852,UX Issue,Low,Positive,Grocery List AI,0,2026-01-10
5910,Bug,Low,Negative,Grocery List AI,1,2025-09-22
5175,UX Issue,Medium,Positive,Scheduling AI,1,2025-12-17
3933,UX Issue,Medium,Positive,Scheduling AI,1,2025-12-29
4284,Bug,High,Negative,Scheduling AI,0,2025-09-20
5298,AI Accuracy,Low,Neutral,Meal Recommendation AI,0,2025-12-25
3811,UX Issue,Low,Negative,Grocery List AI,0,2025-12-30
2250,AI Accuracy,High,Negative,Meal Recommendation AI,0,2025-09-04
4512,Feature Request,Low,Positive,Grocery List AI,1,2025-09-18
2256,Bug,Medium,Negative,Grocery List AI,0,2025-12-18
4376,AI Accuracy,Medium,Neutral,Grocery List AI,0,2025-09-16
4486,Bug,Medium,Neutral,Scheduling AI,0,2025-12-21
4584,AI Accuracy,Low,Neutral,Meal Recommendation AI,0,2025-08-26
2396,Bug,Low,Positive,Meal Recommendation AI,0,2026-01-07
4637,Feature Request,Low,Neutral,Grocery List AI,1,2026-01-24
4330,Feature Request,Medium,Positive,Meal Recommendation AI,0,2025-10-12
3703,AI Accuracy,Medium,Neutral,Scheduling AI,1,2025-11-15
1470,Bug,Low,Neutral,Meal Recommendation AI,0,2025-12-23
2353,Feature Request,Medium,Negative,Grocery List AI,0,2026-02-03
3783,AI Accuracy,High,Negative,Scheduling AI,1,2026-01-19
3831,Feature Request,Low,Positive,Scheduling AI,0,2025-09-20
1357,AI Accuracy,Medium,Neutral,Grocery List AI,1,2026-01-18
4019,Bug,High,Neutral,Meal Recommendation AI,0,2026-01-14
1667,AI Accuracy,Low,Positive,Grocery List AI,0,2025-11-14
5468,Feature Request,Low,Negative,Meal Recommendation AI,1,2025-12-09
2145,UX Issue,Medium,Negative,Meal Recommendation AI,1,2025-12-14
5185,AI Accuracy,High,Positive,Scheduling AI,1,2026-02-04
4719,AI Accuracy,High,Neutral,Grocery List AI,1,2025-12-06
3745,AI Accuracy,Medium,Positive,Scheduling AI,0,2025-08-30
1539,UX Issue,High,Negative,Grocery List AI,1,2026-01-05
3779,AI Accuracy,Low,Positive,Grocery List AI,1,2025-12-01
5964,UX Issue,Medium,Negative,Scheduling AI,0,2025-09-11
5136,AI Accuracy,Medium,Negative,Grocery List AI,0,2025-12-14
5835,AI Accuracy,Low,Neutral,Grocery List AI,1,2025-11-02
4775,Feature Request,High,Negative,Meal Recommendation AI,0,2025-09-08
3508,AI Accuracy,Medium,Negative,Grocery List AI,0,2026-01-13
3779,Bug,Low,Negative,Grocery List AI,1,2025-09-15
1924,Bug,High,Positive,Scheduling AI,0,2025-09-04
3956,Feature Request,Low,Neutral,Scheduling AI,0,2025-09-27
2581,UX Issue,Low,Negative,Grocery List AI,1,2025-11-10
4324,Bug,Low,Negative,Meal Recommendation AI,0,2025-09-10
5485,AI Accuracy,High,Negative,Meal Recommendation AI,1,2025-10-03
1255,AI Accuracy,High,Negative,Scheduling AI,0,2025-10-19
5804,AI Accuracy,Low,Negative,Grocery List AI,0,2025-12-27
2838,Feature Request,High,Negative,Grocery List AI,0,2025-10-07
2944,AI Accuracy,Low,Positive,Meal Recommendation AI,1,2025-12-28
1009,UX Issue,High,Neutral,Meal Recommendation AI,0,2025-10-08
3871,Bug,Medium,Negative,Meal Recommendation AI,0,2026-01-18
1797,Bug,Medium,Negative,Scheduling AI,0,2025-08-20
5972,UX Issue,High,Negative,Grocery List AI,0,2025-09-03
2015,AI Accuracy,Low,Positive,Scheduling AI,0,2025-09-15
2824,Feature Request,Low,Negative,Grocery List AI,0,2025-12-30
5469,UX Issue,Medium,Negative,Scheduling AI,0,2026-01-31
4136,AI Accuracy,High,Positive,Grocery List AI,0,2025-11-24
3193,AI Accuracy,Low,Neutral,Meal Recommendation AI,1,2025-09-23
1223,Bug,Low,Positive,Meal Recommendation AI,1,2025-12-26
5948,Feature Request,Low,Neutral,Meal Recommendation AI,0,2026-01-26
5158,Feature Request,Medium,Positive,Scheduling AI,0,2025-09-04
4925,Bug,Low,Neutral,Meal Recommendation AI,1,2025-11-29
5784,UX Issue,High,Neutral,Grocery List AI,1,2026-01-12
5000,UX Issue,High,Negative,Scheduling AI,0,2025-11-19
2633,UX Issue,Medium,Negative,Grocery List AI,1,2025-08-20
3152,AI Accuracy,Low,Negative,Scheduling AI,0,2025-09-13
1510,UX Issue,Medium,Positive,Grocery List AI,0,2025-10-19
1384,Feature Request,Low,Positive,Grocery List AI,0,2026-01-12
1404,UX Issue,High,Negative,Scheduling AI,1,2025-09-03
5613,Bug,Medium,Positive,Scheduling AI,0,2026-01-29
5571,UX Issue,Low,Negative,Meal Recommendation AI,1,2025-11-24
3000,UX Issue,High,Negative,Meal Recommendation AI,0,2025-10-21
3756,UX Issue,Medium,Neutral,Grocery List AI,0,2025-10-29
2668,UX Issue,Medium,Negative,Grocery List AI,0,2025-10-06
2460,Feature Request,Low,Positive,Grocery List AI,1,2026-01-24
4636,AI Accuracy,High,Neutral,Scheduling AI,0,2025-11-12
3724,UX Issue,High,Negative,Scheduling AI,0,2026-02-02
5809,AI Accuracy,Medium,Neutral,Meal Recommendation AI,0,2025-11-18
5178,UX Issue,High,Negative,Grocery List AI,1,2025-11-12
3048,UX Issue,Low,Positive,Meal Recommendation AI,0,2026-01-26
5146,Feature Request,Medium,Neutral,Scheduling AI,0,2026-01-03
5780,Bug,Medium,Negative,Scheduling AI,0,2025-12-21
1716,UX Issue,Medium,Negative,Scheduling AI,1,2025-12-08
5544,Feature Request,Medium,Neutral,Meal Recommendation AI,1,2025-12-15
5976,UX Issue,Low,Neutral,Scheduling AI,1,2026-01-30
5583,UX Issue,Low,Negative,Grocery List AI,0,2025-09-28
2823,AI Accuracy,Low,Positive,Meal Recommendation AI,0,2026-01-07
3081,AI Accuracy,Low,Negative,Scheduling AI,1,2025-10-09
4419,UX Issue,High,Negative,Meal Recommendation AI,0,2025-08-21
2574,UX Issue,Low,Negative,Meal Recommendation AI,0,2025-10-31
1249,AI Accuracy,Low,Negative,Scheduling AI,0,2025-11-29
1673,AI Accuracy,Medium,Positive,Scheduling AI,1,2025-09-01
5533,AI Accuracy,Medium,Negative,Meal Recommendation AI,0,2025-12-07
3165,Bug,High,Negative,Meal Recommendation AI,1,2025-10-04
1770,AI Accuracy,Medium,Neutral,Scheduling AI,1,2025-11-13
4962,UX Issue,Low,Negative,Grocery List AI,0,2025-12-26
5363,AI Accuracy,High,Neutral,Meal Recommendation AI,0,2025-10-15
2984,UX Issue,Medium,Positive,Meal Recommendation AI,1,2025-12-02
2077,AI Accuracy,Low,Neutral,Grocery List AI,1,2025-11-18
1235,AI Accuracy,Medium,Negative,Scheduling AI,1,2025-12-04
1388,UX Issue,High,Neutral,Scheduling AI,1,2025-08-13
4037,AI Accuracy,Low,Negative,Grocery List AI,0,2025-09-10
5858,AI Accuracy,Low,Negative,Scheduling AI,1,2025-10-10
2848,AI Accuracy,Low,Neutral,Scheduling AI,0,2025-12-30
5719,AI Accuracy,Low,Positive,Meal Recommendation AI,1,2025-12-03
3814,AI Accuracy,Medium,Negative,Meal Recommendation AI,1,2025-11-11
4374,AI Accuracy,Medium,Neutral,Meal Recommendation AI,1,2025-09-25
4278,Feature Request,Low,Negative,Grocery List AI,1,2026-01-02
2252,UX Issue,High,Neutral,Scheduling AI,1,2025-12-28
4981,UX Issue,High,Neutral,Scheduling AI,0,2025-11-30
5673,AI Accuracy,Medium,Negative,Meal Recommendation AI,1,2025-12-05
3122,Bug,High,Neutral,Meal Recommendation AI,0,2025-11-09
5530,UX Issue,Low,Neutral,Grocery List AI,0,2025-09-06
3150,AI Accuracy,Medium,Neutral,Scheduling AI,0,2025-09-27
5859,UX Issue,Medium,Neutral,Grocery List AI,0,2025-10-19
2329,AI Accuracy,High,Neutral,Scheduling AI,1,2025-11-08
2358,AI Accuracy,High,Negative,Grocery List AI,1,2025-11-30
3482,UX Issue,Low,Neutral,Meal Recommendation AI,0,2025-11-18
5542,Bug,High,Neutral,Grocery List AI,0,2025-08-11
3017,UX Issue,Low,Negative,Grocery List AI,0,2026-01-07
2331,Feature Request,High,Neutral,Meal Recommendation AI,1,2025-11-23
5344,Bug,High,Neutral,Scheduling AI,0,2026-01-04
5261,AI Accuracy,Low,Negative,Scheduling AI,1,2025-11-10
2358,AI Accuracy,High,Negative,Meal Recommendation AI,1,2025-12-28
5637,UX Issue,Low,Negative,Grocery List AI,0,2025-09-21
5854,UX Issue,Medium,Negative,Grocery List AI,1,2025-10-27
4177,UX Issue,Medium,Positive,Grocery List AI,1,2025-09-16
3128,Bug,Medium,Negative,Scheduling AI,1,2025-11-29
3180,Feature Request,High,Neutral,Grocery List AI,0,2025-09-10
5892,UX Issue,High,Neutral,Scheduling AI,0,2026-01-08
1137,AI Accuracy,Medium,Neutral,Grocery List AI,1,2026-01-22
4472,Feature Request,High,Positive,Meal Recommendation AI,0,2025-08-17
3832,Bug,High,Positive,Meal Recommendation AI,1,2025-11-20
4579,Feature Request,Low,Negative,Scheduling AI,0,2025-10-12
4031,AI Accuracy,High,Neutral,Scheduling AI,0,2025-08-22
5164,UX Issue,Low,Neutral,Meal Recommendation AI,0,2026-01-08
3593,AI Accuracy,High,Positive,Meal Recommendation AI,1,2025-11-08
5300,AI Accuracy,Low,Positive,Grocery List AI,0,2026-01-04
4818,AI Accuracy,Low,Negative,Meal Recommendation AI,1,2025-09-21
5138,UX Issue,Medium,Neutral,Scheduling AI,0,2025-09-02
4823,Feature Request,Medium,Neutral,Meal Recommendation AI,1,2025-11-02
5042,AI Accuracy,Low,Positive,Scheduling AI,1,2026-01-19
2906,UX Issue,Low,Negative,Scheduling AI,0,2025-10-11
1760,UX Issue,Medium,Positive,Grocery List AI,0,2025-11-20
4445,UX Issue,High,Positive,Grocery List AI,0,2025-12-12
1899,AI Accuracy,Low,Neutral,Grocery List AI,0,2026-01-26
5455,UX Issue,Low,Neutral,Grocery List AI,1,2025-11-17
3947,Feature Request,Medium,Positive,Meal Recommendation AI,0,2025-09-24
2719,AI Accuracy,Low,Negative,Grocery List AI,0,2025-08-13
1280,AI Accuracy,High,Negative,Meal Recommendation AI,1,2025-10-12
4266,UX Issue,High,Negative,Grocery List AI,0,2025-08-20
2887,Bug,Medium,Neutral,Grocery List AI,1,2025-11-18
4266,Feature Request,Low,Positive,Scheduling AI,0,2025-12-07
1666,Feature Request,High,Neutral,Meal Recommendation AI,1,2025-12-25
5188,UX Issue,Medium,Negative,Scheduling AI,0,2025-10-12
1671,UX Issue,High,Negative,Grocery List AI,0,2025-10-19
2969,AI Accuracy,Medium,Negative,Meal Recommendation AI,0,2025-11-26
5156,UX Issue,High,Positive,Grocery List AI,0,2025-09-02
4122,Bug,Medium,Neutral,Scheduling AI,0,2025-10-26
5699,UX Issue,Medium,Positive,Meal Recommendation AI,0,2026-01-23
5777,Bug,High,Negative,Scheduling AI,1,2026-01-21
4900,Feature Request,Medium,Negative,Grocery List AI,0,2025-12-31
1523,AI Accuracy,Medium,Negative,Grocery List AI,1,2026-01-21
3393,Bug,Low,Neutral,Grocery List AI,0,2025-10-11
4117,AI Accuracy,Medium,Neutral,Meal Recommendation AI,1,2025-11-22
3593,UX Issue,Medium,Negative,Scheduling AI,0,2025-12-11
2968,AI Accuracy,Low,Negative,Scheduling AI,0,2025-11-02
2753,AI Accuracy,Low,Positive,Grocery List AI,0,2025-09-26
3296,UX Issue,Medium,Neutral,Scheduling AI,0,2025-12-15
3261,AI Accuracy,High,Positive,Meal Recommendation AI,0,2025-09-20
3286,UX Issue,Medium,Neutral,Grocery List AI,0,2025-08-16
5202,UX Issue,Low,Neutral,Grocery List AI,1,2025-11-13
3878,AI Accuracy,High,Negative,Grocery List AI,1,2026-01-07
5143,AI Accuracy,Low,Neutral,Meal Recommendation AI,0,2025-12-14
4644,UX Issue,Medium,Positive,Grocery List AI,1,2025-09-01
5432,AI Accuracy,Low,Neutral,Grocery List AI,1,2025-09-07
3055,Feature Request,Low,Negative,Grocery List AI,1,2025-08-11
5720,Feature Request,Low,Negative,Grocery List AI,0,2026-01-15
2276,Feature Request,Low,Neutral,Scheduling AI,0,2025-10-16
3766,Feature Request,Low,Negative,Grocery List AI,0,2025-08-18
1302,UX Issue,Low,Negative,Meal Recommendation AI,1,2025-09-20
1638,Feature Request,Medium,Positive,Grocery List AI,0,2025-11-21
1055,AI Accuracy,Medium,Positive,Grocery List AI,0,2026-01-06
5821,AI Accuracy,Low,Negative,Scheduling AI,0,2025-10-03
1525,Feature Request,High,Negative,Grocery List AI,0,2025-12-16
5569,UX Issue,Low,Negative,Scheduling AI,1,2025-08-28
5123,Feature Request,Medium,Negative,Meal Recommendation AI,0,2025-09-12
3125,Feature Request,Low,Negative,Scheduling AI,1,2025-11-19
4287,Bug,Low,Neutral,Grocery List AI,1,2026-01-14
1364,Bug,Medium,Positive,Meal Recommendation AI,0,2025-12-03
5621,UX Issue,Medium,Positive,Grocery List AI,0,2026-01-15
5978,AI Accuracy,High,Neutral,Scheduling AI,1,2025-09-29
2646,UX Issue,Medium,Negative,Meal Recommendation AI,0,2025-10-21
1918,UX Issue,High,Negative,Meal Recommendation AI,0,2025-10-12
3797,UX Issue,Low,Negative,Scheduling AI,0,2025-10-04
2531,Feature Request,Low,Neutral,Scheduling AI,1,2025-09-15
4345,Feature Request,Low,Negative,Meal Recommendation AI,1,2025-12-31
2906,UX Issue,Low,Positive,Meal Recommendation AI,0,2025-12-20
4086,AI Accuracy,Medium,Neutral,Scheduling AI,0,2026-01-04
5580,UX Issue,Medium,Negative,Grocery List AI,0,2025-08-15
3075,AI Accuracy,Low,Negative,Meal Recommendation AI,1,2025-12-13
1713,Bug,High,Negative,Scheduling AI,0,2025-08-28
2062,AI Accuracy,High,Neutral,Grocery List AI,1,2025-08-22
2976,AI Accuracy,Low,Neutral,Meal Recommendation AI,0,2026-01-13
2296,AI Accuracy,Low,Neutral,Meal Recommendation AI,1,2025-08-18
1125,UX Issue,Low,Neutral,Scheduling AI,0,2026-02-03
5632,UX Issue,Low,Negative,Grocery List AI,1,2025-08-23
4596,AI Accuracy,Low,Negative,Meal Recommendation AI,0,2025-09-01
4283,AI Accuracy,Medium,Negative,Grocery List AI,1,2025-10-18
2603,UX Issue,Low,Positive,Grocery List AI,0,2025-10-04
1066,AI Accuracy,Low,Negative,Meal Recommendation AI,0,2025-11-30
1232,Feature Request,High,Positive,Grocery List AI,0,2025-11-26
3156,UX Issue,High,Negative,Meal Recommendation AI,1,2025-08-25
2169,UX Issue,High,Neutral,Grocery List AI,1,2026-01-07
3158,AI Accuracy,Low,Neutral,Meal Recommendation AI,0,2025-10-09
5206,Bug,Low,Neutral,Scheduling AI,1,2025-08-24
2493,UX Issue,Medium,Negative,Meal Recommendation AI,1,2025-10-15
5718,Feature Request,Low,Positive,Meal Recommendation AI,1,2025-12-22
5007,AI Accuracy,Low,Neutral,Meal Recommendation AI,1,2026-01-20
3472,UX Issue,High,Negative,Grocery List AI,1,2026-01-05
3660,AI Accuracy,Medium,Neutral,Scheduling AI,0,2025-08-27
3739,UX Issue,Medium,Positive,Grocery List AI,1,2025-12-17
2761,Bug,Medium,Neutral,Grocery List AI,1,2025-10-06
4514,UX Issue,Medium,Neutral,Meal Recommendation AI,1,2025-08-18
2975,AI Accuracy,Low,Negative,Grocery List AI,0,2026-01-21
3362,AI Accuracy,Low,Negative,Meal Recommendation AI,0,2025-08-13
1876,UX Issue,Low,Neutral,Scheduling AI,0,2025-12-18
4812,AI Accuracy,Low,Negative,Grocery List AI,1,2025-08-17
4448,AI Accuracy,High,Neutral,Grocery List AI,1,2026-01-26
2312,Feature Request,Medium,Positive,Grocery List AI,0,2026-01-16
2460,UX Issue,High,Neutral,Meal Recommendation AI,1,2025-11-27
3709,AI Accuracy,Low,Neutral,Meal Recommendation AI,1,2026-01-28
3324,Bug,Low,Positive,Grocery List AI,1,2025-08-16
2733,AI Accuracy,Low,Negative,Grocery List AI,0,2026-01-02
2605,Bug,Low,Negative,Scheduling AI,1,2025-08-10
3563,AI Accuracy,Low,Neutral,Scheduling AI,0,2026-02-01
4421,Bug,High,Negative,Scheduling AI,1,2025-10-20
